open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1552089600000,133.51,138.65,132.93,137.27,279861.12049,1552175999999,38220614.005662,111544,146108.77784,19963551.4416685,0.0
1552176000000,137.27,137.5,134.0,135.37,203965.16815,1552262399999,27650702.3793393,90905,104700.49828,14196008.2586889,0.0
1552262400000,135.37,136.15,131.0,132.67,264587.00683,1552348799999,35285847.7482702,101371,137778.22305,18378134.4509461,0.0
1552348800000,132.67,135.3,130.77,133.57,194905.96843,1552435199999,25981446.1033466,74222,99412.59836,13253182.6337106,0.0
1552435200000,133.62,133.65,130.58,131.65,209456.09848,1552521599999,27670734.4309227,87617,105332.16365,13915012.8060036,0.0
1552521600000,131.69,135.11,128.52,132.2,258413.81868,1552607999999,34099414.8055834,99000,127625.33507,16848534.3629133,0.0
1552608000000,132.24,137.62,132.18,136.56,295832.26562,1552694399999,39928522.3372778,103920,161856.61972,21847473.0898688,0.0
1552694400000,136.6,144.47,136.51,140.92,474664.10197,1552780799999,66878173.4518186,149612,241316.08941,33988833.98348,0.0
1552780800000,140.94,141.07,137.2,138.67,252697.08148,1552867199999,35051209.9303395,88617,127490.1088,17685080.5808143,0.0
1552867200000,138.67,142.01,136.1,137.59,281718.96195,1552953599999,39017864.9224565,94109,136354.75075,18886795.7555508,0.0
1552953600000,137.62,139.38,136.97,138.55,218577.45208,1553039999999,30175322.0784989,82348,109609.32108,15133834.0854586,0.0
1553040000000,138.56,139.66,136.01,139.01,222883.51754,1553126399999,30757997.8115518,83814,111862.81746,15442583.4302502,0.0
1553126400000,139.04,139.55,131.21,134.85,312531.39368,1553212799999,42635937.4891712,113797,152957.11763,20873314.5916673,0.0
1553212800000,134.85,137.2,134.29,135.98,186119.74745,1553299199999,25309122.7264498,79782,86857.86292,11807827.6399908,0.0
1553299200000,135.92,138.21,135.6,137.28,174710.43059,1553385599999,23922572.3588934,73884,89401.14291,12241766.4910705,0.0
1553385600000,137.28,137.37,134.75,136.09,198490.45124,1553471999999,27042322.6952009,82361,104851.44764,14288924.6066131,0.0
1553472000000,136.12,136.83,131.6,133.98,230880.285,1553558399999,31082445.5932449,98246,113167.35254,15241833.9287975,0.0
1553558400000,133.97,134.74,132.27,134.18,183139.11426,1553644799999,24490323.0607397,86841,97876.42094,13089415.407876,0.0
1553644800000,134.14,140.14,133.84,139.45,317167.45325,1553731199999,43635238.4289265,119271,160680.98018,22102568.2807168,0.0
1553731200000,139.46,139.57,137.3,137.86,163185.6991,1553817599999,22543474.6122913,73225,84450.31652,11668218.2808296,0.0
1553817600000,137.85,143.6,137.62,143.25,235853.0454,1553903999999,33098245.9556135,94717,131841.45562,18506823.9148035,0.0
1553904000000,143.25,145.89,140.06,142.46,254798.70067,1553990399999,36382647.2268952,97751,129968.43382,18560580.2960051,0.0
1553990400000,142.44,142.5,140.42,141.38,142469.21171,1554076799999,20131931.6990724,65047,72121.13189,10190807.1234262,0.0
1554076800000,141.41,143.08,139.57,141.24,234310.19161,1554163199999,33234998.6438733,90705,113803.3589,16144688.8761052,0.0
1554163200000,141.24,165.6,141.0,163.31,906868.8586,1554249599999,138094679.3020432,289637,482112.08002,73443507.9200122,0.0
1554249600000,163.26,177.81,149.23,159.96,1345344.53845,1554335999999,225523896.2014656,423036,689694.17267,115677526.5301595,0.0
1554336000000,159.96,164.0,152.8,157.36,686080.95248,1554422399999,109082183.5877348,242989,356683.70225,56656754.5528508,0.0
1554422400000,157.33,167.83,155.94,164.77,516070.34553,1554508799999,84123101.326904,175261,271221.4937,44191135.1652073,0.0
1554508800000,164.84,172.77,159.2,165.5,528168.33297,1554595199999,87657058.1149817,163384,246862.26683,40956422.1686785,0.0
1554595200000,165.56,175.43,164.06,174.21,465507.52497,1554681599999,78876773.2967177,161529,242883.45203,41159550.0758761,0.0
1554681600000,174.29,185.87,170.9,178.72,873410.07285,1554767999999,156417981.3021178,272413,427707.91163,76637333.1736062,0.0
1554768000000,178.71,179.17,171.05,174.6,431986.36108,1554854399999,75745619.5720787,156659,215364.15603,37760201.750469,0.0
1554854400000,174.58,183.77,168.0,177.12,523943.20498,1554940799999,93283836.587114,171960,259905.55155,46278256.1694819,0.0
1554940800000,177.12,177.48,158.27,164.07,661305.30321,1555027199999,110201659.9478763,224876,324992.46047,54204202.7009011,0.0
1555027200000,164.06,166.5,158.11,163.19,316337.87823,1555113599999,51556919.1461367,124732,150876.36061,24590803.156257,0.0
1555113600000,163.2,165.37,160.74,162.99,179237.74574,1555199999999,29247030.1526373,75202,86353.32588,14092848.8013165,0.0
1555200000000,162.99,168.11,161.2,167.23,186977.66211,1555286399999,30640985.0609499,72468,94730.83063,15525685.9586687,0.0
1555286400000,167.21,168.81,155.7,159.95,351548.9079,1555372799999,57215098.1117043,113590,172067.32017,27988295.6123212,0.0
1555372800000,159.91,166.73,159.41,165.37,240370.50441,1555459199999,39245823.494595,82937,114539.76934,18700484.0716318,0.0
1555459200000,165.41,167.28,163.78,165.75,227841.54981,1555545599999,37678036.5964673,85475,108219.2429,17898625.6879676,0.0
1555545600000,165.75,175.2,165.04,173.33,396118.94407,1555631999999,68031293.2325779,114728,187459.43239,32180911.9515491,0.0
1555632000000,173.34,173.55,168.59,172.64,320541.72166,1555718399999,54991300.1097207,104551,164821.29068,28289262.9965785,0.0
1555718400000,172.66,176.97,169.87,172.88,253596.48407,1555804799999,43939979.0160537,94403,123125.92238,21340355.6503773,0.0
1555804800000,172.89,173.48,164.82,168.59,283450.43943,1555891199999,47781349.4020958,108394,143539.87051,24194584.2541682,0.0
1555891200000,168.59,172.3,167.0,170.52,269868.39876,1555977599999,45832751.057015,96396,138724.4816,23564465.865101,0.0
1555977600000,170.52,175.83,167.78,169.16,363523.34531,1556063999999,62784241.170476,126520,173307.59552,29939794.2880097,0.0
1556064000000,169.15,169.87,159.26,164.78,426497.04153,1556150399999,70076178.2845027,154469,213010.94018,35036327.1899716,0.0
1556150400000,164.78,165.49,150.35,154.72,422657.03239,1556236799999,67326464.6484704,139927,207493.18153,33080029.9738367,0.0
1556236800000,154.7,162.56,151.4,157.95,500355.86283,1556323199999,78334214.8744062,162730,265522.61201,41573088.7327604,0.0
1556323200000,157.93,166.24,156.35,159.31,215918.63842,1556409599999,34294277.9954465,89809,107892.49091,17154456.8972602,0.0
1556409600000,159.32,160.24,156.92,157.85,152976.30181,1556495999999,24304182.1410825,72048,75258.19531,11957085.7119324,0.0
1556496000000,157.86,159.05,152.0,155.11,243591.94898,1556582399999,37892463.2904875,98779,112271.92569,17468433.9677487,0.0
1556582400000,155.14,162.89,155.11,161.83,305056.24653,1556668799999,48352308.3471109,109233,151942.02827,24090968.4446659,0.0
1556668800000,161.85,163.88,158.36,160.19,192517.62763,1556755199999,30965351.6968463,88509,94853.75564,15258332.5783326,0.0
1556755200000,160.2,163.48,158.5,161.81,289519.02025,1556841599999,46716417.0127823,97201,146854.42652,23699004.0309024,0.0
1556841600000,161.82,170.86,160.99,168.06,416357.52123,1556927999999,69185162.5971677,136042,207707.51957,34533057.3557652,0.0
1556928000000,168.1,171.3,159.76,163.7,312928.58349,1557014399999,51596174.4008955,115264,154550.58103,25484130.1377269,0.0
1557014400000,163.71,165.36,159.18,163.05,176029.10445,1557100799999,28659516.7862457,79825,87458.50631,14243649.4161677,0.0
1557100800000,163.05,178.05,157.55,173.0,506528.14278,1557187199999,86112232.475863,151543,279631.33418,47643694.0236483,0.0
1557187200000,172.98,182.76,167.89,169.18,732496.87861,1557273599999,129206700.1276838,208268,359208.70506,63321000.845897,0.0
1557273600000,169.07,173.17,164.8,170.85,296410.76103,1557359999999,50307994.5847109,108809,143900.34895,24436642.4095287,0.0
1557360000000,170.88,173.88,166.57,170.9,284663.99456,1557446399999,48482365.5414184,111190,139490.30992,23762799.5699061,0.0
1557446400000,170.96,176.7,168.46,172.91,425543.74021,1557532799999,73717438.6539584,142024,217209.97186,37614456.1038559,0.0
1557532800000,172.92,205.23,172.92,190.2,885292.38389,1557619199999,167180496.7623297,246217,460145.37432,86846859.5315182,0.0
1557619200000,190.2,204.32,181.0,188.11,823372.28148,1557705599999,157611011.7252508,228585,414771.2365,79418296.1144372,0.0
1557705600000,188.07,206.87,185.32,195.84,669265.46524,1557791999999,131102303.1385697,190439,345029.21196,67607153.3601666,0.0
1557792000000,195.83,219.81,194.19,216.4,864211.00603,1557878399999,179717430.3107268,248577,451375.98025,93947890.711338,0.0
1557878400000,216.4,250.27,216.21,248.1,574697.29927,1557964799999,135054369.6175697,176272,300224.48606,70516284.6634335,0.0
1557964800000,248.06,279.76,241.76,264.25,1733360.8936,1558051199999,452410350.051738,553635,896705.83686,234005191.9487448,0.0
1558051200000,264.35,268.74,223.43,244.3,1529892.56898,1558137599999,366429299.2028029,517016,766433.52488,183703911.7478187,0.0
1558137600000,244.31,248.0,230.62,233.6,673218.09982,1558223999999,160450040.8069193,236314,350733.36784,83590128.4964695,0.0
1558224000000,233.57,264.0,231.77,259.51,823859.06342,1558310399999,207383027.82648367,285496,427121.32949,107527272.3628644,0.0
1558310400000,259.37,259.49,238.0,250.37,666889.82241,1558396799999,165783106.0770302,246484,341913.40218,85002307.4212514,0.0
1558396800000,250.48,262.0,246.06,253.43,580249.69753,1558483199999,146749988.2737374,229662,296180.05712,74931122.1641711,0.0
1558483200000,253.35,260.18,239.63,243.64,592848.95605,1558569599999,149006735.6421766,208482,291969.97415,73414296.661463,0.0
1558569600000,243.68,247.34,231.1,244.56,600193.89368,1558655999999,144051488.877393,198869,309885.62434,74420906.5862426,0.0
1558656000000,244.63,254.35,241.54,248.87,447066.92596,1558742399999,111294049.3667149,171482,229477.2831,57122435.7670887,0.0
1558742400000,248.84,257.33,247.22,250.22,332544.38731,1558828799999,83665127.8436946,125719,165867.00466,41743833.8803032,0.0
1558828800000,250.17,269.4,245.11,264.45,450090.22324,1558915199999,115089467.7879579,159525,228355.77865,58341623.5535768,0.0
1558915200000,264.35,279.59,260.0,270.53,635463.50204,1559001599999,170250734.8917526,246768,330156.0044,88481982.0563218,0.0
1559001600000,270.7,275.95,264.45,271.03,409443.69364,1559087999999,110617403.6892461,181468,210233.09508,56815735.9432608,0.0
1559088000000,271.08,274.04,260.05,268.83,383412.45769,1559174399999,102868997.4320186,173915,194501.87335,52207691.8054212,0.0
1559174400000,268.92,288.62,240.14,254.56,1066279.49387,1559260799999,289930479.36211914,368300,538953.47484,146893725.3413905,0.0
1559260800000,254.59,268.72,245.21,267.9,602153.87244,1559347199999,154783065.7707739,253604,313715.51397,80669442.7159888,0.0
1559347200000,267.9,275.5,260.68,264.33,455676.98613,1559433599999,121851235.7591843,182844,244439.949,65355188.6778699,0.0
1559433600000,264.33,273.2,263.2,268.88,301536.15062,1559519999999,80960737.4054672,138349,154397.78666,41448599.0159312,0.0
1559520000000,268.87,270.0,248.0,249.91,397360.65275,1559606399999,103602836.6837421,193998,200720.66553,52390021.7871546,0.0
1559606400000,250.02,251.67,234.39,241.39,633822.71246,1559692799999,154709331.2941874,270568,339927.90333,82990901.3957875,0.0
1559692800000,241.46,250.41,237.37,245.63,335953.37927,1559779199999,81839286.6165841,173428,178579.70212,43520932.1046289,0.0
1559779200000,245.62,250.66,235.01,248.76,297579.14734,1559865599999,72417630.0041218,146839,147753.23828,35979777.0270826,0.0
1559865600000,248.77,253.28,243.46,248.77,353378.6568,1559951999999,87644279.2486556,149700,194475.01521,48168225.6295088,0.0
1559952000000,248.78,250.53,240.37,243.25,188448.27748,1560038399999,46293916.7909609,108260,93452.11427,22960690.0146497,0.0
1560038400000,243.33,244.53,226.56,230.98,316931.85638,1560124799999,74594101.4163109,147025,149751.60604,35315026.6119031,0.0
1560124800000,231.02,247.45,227.03,246.51,314662.52637,1560211199999,75090336.6626488,162704,164859.97136,39325235.3464417,0.0
1560211200000,246.61,247.8,236.49,244.29,237508.42798,1560297599999,57549753.7376492,133083,122937.01231,29783270.3057643,0.0
1560297600000,244.36,261.87,242.2,261.15,336499.3016,1560383999999,84660448.5685657,171468,191035.62205,48123907.8695302,0.0
1560384000000,261.13,262.98,253.69,254.67,291757.21635,1560470399999,75447391.0373403,159838,142504.2592,36847759.0683527,0.0
1560470400000,254.67,264.26,251.75,262.47,327383.28236,1560556799999,84045849.5425799,175229,173197.96874,44485225.2570623,0.0
1560556800000,262.48,272.27,260.61,267.82,286594.98029,1560643199999,76053046.5533358,146902,155140.46734,41182902.2071618,0.0
1560643200000,267.78,277.06,263.31,267.73,458176.54236,1560729599999,123848161.4689518,206212,238873.01948,64581167.0934985,0.0
1560729600000,267.73,276.0,266.81,273.16,339277.66707,1560815999999,91807270.7108816,185899,176231.60685,47694833.1998221,0.0
1560816000000,273.14,273.58,261.45,264.66,319941.55156,1560902399999,85335852.9315235,184954,161423.04428,43079362.0320517,0.0
1560902400000,264.68,270.0,263.59,268.14,208375.68381,1560988799999,55665919.1543959,111358,107462.88795,28711402.9639414,0.0
1560988800000,268.16,273.63,265.71,271.22,200717.7737,1561075199999,53998507.956007,130438,101208.05863,27235688.3072728,0.0
1561075200000,271.27,295.94,271.22,294.35,519818.06907,1561161599999,148641528.5342657,240649,272679.1028,77971386.6447649,0.0
1561161600000,294.25,314.39,289.69,310.79,726254.67061,1561247999999,222036096.3352611,336414,374894.48528,114659501.4264564,0.0
1561248000000,310.7,321.7,305.58,308.52,418812.02747,1561334399999,131252843.5293641,241819,213747.9718,67011837.5064919,0.0
1561334400000,308.42,314.41,298.0,311.64,352791.26964,1561420799999,108439071.6445221,185588,182026.16675,56000322.4316279,0.0
1561420800000,311.65,318.99,307.0,318.26,345559.65047,1561507199999,108143161.2256218,183415,188753.46606,59092901.4234648,0.0
1561507200000,318.29,366.8,315.57,339.39,1008551.28721,1561593599999,341534154.5328709,477973,519610.70974,175965673.0356423,0.0
1561593600000,339.53,347.0,280.01,298.35,1016826.449,1561679999999,315174509.7084831,449424,511748.69656,158858383.3223991,0.0
1561680000000,298.35,313.58,295.22,311.05,529174.47722,1561766399999,161838706.7872334,260039,279799.14011,85559731.8105534,0.0
1561766400000,310.95,324.74,295.18,317.62,425555.16264,1561852799999,130425514.0458484,233883,215633.39731,66117436.9500719,0.0
1561852800000,317.64,323.5,290.12,292.7,489028.56835,1561939199999,149527443.5798294,265958,236869.51519,72463463.5202464,0.0
1561939200000,292.89,303.49,280.13,295.07,489769.27421,1562025599999,142871936.7587887,247035,262574.76029,76683112.024154,0.0
1562025600000,295.03,297.57,272.65,291.48,493772.96579,1562111999999,140020251.9277511,255019,249236.40932,70690548.149988,0.0
1562112000000,291.47,302.89,285.0,301.14,370521.96637,1562198399999,109262202.2252374,203286,191658.42315,56521193.282856,0.0
1562198400000,301.11,302.74,280.53,282.73,270791.36878,1562284799999,79507234.7409,155911,135349.3741,39751010.0773686,0.0
1562284800000,282.86,294.89,280.78,287.47,261139.28341,1562371199999,75165110.6986579,151476,133187.74184,38346384.9054169,0.0
1562371200000,287.32,296.71,285.28,288.29,196064.64705,1562457599999,57137782.5984704,122419,102266.21407,29822059.7840502,0.0
1562457600000,288.29,309.69,284.25,304.72,246111.36595,1562543999999,73170809.7629514,146592,128914.23303,38323739.2389253,0.0
1562544000000,304.72,313.74,300.78,311.97,289607.34177,1562630399999,88890021.7460584,156865,155290.87882,47663542.0548244,0.0
1562630400000,311.96,318.19,302.69,307.46,309447.34927,1562716799999,96199378.5403265,183056,158621.20585,49313438.4680239,0.0
1562716800000,307.46,314.18,281.04,289.23,457080.94063,1562803199999,135779813.6086586,241966,220628.79918,65634737.7922107,0.0
1562803200000,289.23,289.23,262.12,268.63,501592.75211,1562889599999,136450969.6452713,278211,250154.92476,67985249.5938022,0.0
1562889600000,268.67,278.99,266.21,274.62,266734.54213,1562975999999,72743548.0414527,150653,133477.16896,36403353.6742783,0.0
1562976000000,274.53,275.04,262.2,268.79,205959.26849,1563062399999,55323572.09371,132115,103948.50825,27932555.7427887,0.0
1563062400000,268.8,269.74,222.81,225.85,540052.58421,1563148799999,130785858.9998518,260313,256989.83281,62336864.2919122,0.0
1563148800000,225.83,235.58,203.08,228.2,715991.20688,1563235199999,159784811.6372373,320571,370737.93141,82748710.0325845,0.0
1563235200000,228.2,234.5,192.25,198.88,715604.83198,1563321599999,151473621.6451511,315783,350245.42111,74235131.6219668,0.0
1563321600000,198.94,219.86,191.84,210.81,694854.10132,1563407999999,143020071.9619188,306708,363231.97342,74755310.406139,0.0
1563408000000,210.8,229.65,205.71,225.73,609081.49094,1563494399999,132637638.7901553,264573,315755.33217,68768554.5442681,0.0
1563494400000,225.75,226.23,212.52,220.73,371622.21865,1563580799999,81600507.572648,178357,190528.38687,41844302.3462034,0.0
1563580800000,220.84,235.09,219.78,228.2,325393.97225,1563667199999,74182517.2396253,158590,169537.41035,38635155.0175273,0.0
1563667200000,228.25,229.66,216.99,225.38,270046.1519,1563753599999,60421739.0469762,149561,140104.17634,31348016.1188576,0.0
1563753600000,225.49,228.34,212.25,217.51,271310.40446,1563839999999,59602149.0419698,155651,135135.21114,29686484.5238861,0.0
1563840000000,217.59,219.55,208.36,212.48,317876.48242,1563926399999,67930201.6731321,169515,167094.99959,35723920.9362872,0.0
1563926400000,212.55,218.28,202.0,216.31,331162.6484,1564012799999,69281797.0165171,188919,171125.24668,35806472.7728322,0.0
1564012800000,216.31,225.12,215.23,219.14,280370.29627,1564099199999,62017449.3573358,167223,143500.50787,31739139.4401324,0.0
1564099200000,219.14,220.0,212.71,218.81,197781.98653,1564185599999,42839496.5355307,133271,98990.46002,21451386.7141219,0.0
1564185600000,218.81,223.3,203.0,207.3,301209.41113,1564271999999,63931823.1551626,180170,144808.2727,30764264.4030654,0.0
1564272000000,207.3,213.52,198.24,211.62,218801.16693,1564358399999,45414505.7900188,132599,112178.92834,23306098.1794536,0.0
1564358400000,211.58,215.83,206.59,210.89,226941.28,1564444799999,47853275.1272464,133256,117589.6207,24797810.0260271,0.0
1564444800000,210.84,214.36,204.4,209.58,222683.79393,1564531199999,46627086.4841072,129043,126515.06354,26492366.5375571,0.0
1564531200000,209.57,218.79,209.2,218.42,207213.55658,1564617599999,44416634.9002688,122971,112082.92487,24015279.2823591,0.0
1564617600000,218.42,219.39,210.54,216.84,186806.18844,1564703999999,40054998.6824046,116919,91849.72101,19701902.8080038,0.0
1564704000000,216.8,222.18,214.31,217.61,206867.03039,1564790399999,45116694.8592759,123571,107794.76515,23519748.7564151,0.0
1564790400000,217.69,224.51,216.62,222.14,181591.95296,1564876799999,40285734.5319214,110659,93873.07584,20826255.2668066,0.0
1564876800000,222.14,223.34,216.9,221.79,135622.0258,1564963199999,29836777.6913328,90502,69386.02134,15271619.6386669,0.0
1564963200000,221.79,236.25,221.79,233.54,307956.27211,1565049599999,70962003.8432999,173092,163211.99796,37595426.3569045,0.0
1565049600000,233.53,239.15,223.03,226.28,341279.08159,1565135999999,78590684.0215889,172932,166236.76616,38300035.9255002,0.0
1565136000000,226.31,231.25,220.95,226.1,279104.7037,1565222399999,63135096.4855769,159413,146171.93629,33073899.2259744,0.0
1565222400000,226.11,228.5,215.51,221.39,236886.35423,1565308799999,52730777.0692849,132568,114109.47371,25416104.6077795,0.0
1565308800000,221.38,221.79,207.3,210.53,232062.12757,1565395199999,49415315.754676,140538,115399.67299,24569637.0194787,0.0
1565395200000,210.52,215.0,202.6,206.48,252614.02389,1565481599999,52534644.5700389,142706,128386.06493,26723409.6908843,0.0
1565481600000,206.48,216.94,206.14,216.42,188474.09048,1565567999999,39875149.5480282,112904,98456.65063,20830756.9336701,0.0
1565568000000,216.41,216.81,209.75,211.41,122760.94619,1565654399999,26091487.959004,85543,64061.87617,13616765.0787879,0.0
1565654400000,211.58,214.3,204.0,209.3,166922.48201,1565740799999,34861802.3965168,102967,77187.83946,16124639.8676043,0.0
1565740800000,209.31,209.9,183.49,187.1,325228.98931,1565827199999,63597043.1885792,171181,152334.65364,29840308.6371874,0.0
1565827200000,187.08,189.95,181.23,188.03,237953.09426,1565913599999,44183760.7061055,119008,110230.51548,20470122.3189154,0.0
1565913600000,187.98,188.39,178.04,184.88,282177.01584,1565999999999,51945182.4708607,150695,140331.02072,25845940.5162068,0.0
1566000000000,184.83,187.0,181.83,185.59,138799.61508,1566086399999,25599796.9046516,101721,71194.91465,13132405.0101805,0.0
1566086400000,185.67,197.91,183.35,194.33,175363.5062,1566172799999,33655229.0922308,102057,92430.25179,17745835.5299511,0.0
1566172800000,194.32,203.59,192.7,202.28,239541.5978,1566259199999,47675347.062822,116606,122389.69465,24373123.0969118,0.0
1566259200000,202.24,202.75,194.45,196.6,189297.75494,1566345599999,37412398.975662,109559,94655.34043,18715872.1720154,0.0
1566345600000,196.55,197.2,179.53,187.45,284973.64194,1566431999999,53434048.9529292,150215,143327.26923,26891929.3785135,0.0
1566432000000,187.45,195.14,182.8,190.35,245575.98772,1566518399999,46426395.0486722,160105,128088.29346,24209793.1584077,0.0
1566518400000,190.36,196.19,188.16,194.02,192548.51552,1566604799999,37022930.5704567,128090,103654.44392,19932276.9172835,0.0
1566604800000,194.02,194.09,185.63,190.6,167806.34294,1566691199999,31786227.8626633,104191,87395.56483,16560915.4171937,0.0
1566691200000,190.6,192.4,182.8,186.54,169862.91522,1566777599999,31935951.290364,103115,85922.30698,16166046.5074682,0.0
1566777600000,186.54,193.7,186.0,188.67,254397.79472,1566863999999,48298621.3154217,130551,130191.14191,24724798.0108531,0.0
1566864000000,188.61,189.49,184.75,187.24,157898.563,1566950399999,29513243.50055,96138,82742.89368,15472438.951821,0.0
1566950400000,187.3,188.25,166.48,173.03,334480.61761,1567036799999,59498959.9665215,146334,157842.22951,28080878.6621957,0.0
1567036800000,173.03,173.5,163.61,169.01,295241.216,1567123199999,49838097.1661885,142645,148944.8435,25147070.1128861,0.0
1567123200000,169.03,170.77,165.55,168.5,238616.68868,1567209599999,40216956.5994906,114316,122176.9996,20594004.0637259,0.0
1567209600000,168.48,174.98,165.63,171.57,194999.19583,1567295999999,32983642.8432588,101425,103927.9217,17578505.1413091,0.0
1567296000000,171.52,173.42,167.61,170.74,191140.52368,1567382399999,32627380.9318131,93036,105365.5583,17994754.9587878,0.0
1567382400000,170.73,181.0,170.02,178.05,294627.31247,1567468799999,51446380.4485707,116596,158324.35888,27630121.2450927,0.0
1567468800000,178.0,183.0,174.09,178.75,327857.85447,1567555199999,58621819.3554533,147758,169339.58256,30289715.3792245,0.0
1567555200000,178.79,180.14,173.0,174.72,286226.25171,1567641599999,50629395.4918831,140298,150944.76267,26708432.4887996,0.0
1567641600000,174.7,176.19,168.1,173.75,232753.83596,1567727999999,40247496.5629039,123424,119903.03976,20744424.5091044,0.0
1567728000000,173.74,177.87,165.0,169.08,315822.37984,1567814399999,54567316.6059573,146974,159799.71519,27630766.570622,0.0
1567814400000,169.11,180.8,168.3,177.62,253831.23169,1567900799999,44282963.3065402,134155,133267.63152,23253160.9813944,0.0
1567900800000,177.58,184.18,176.13,181.19,290083.47501,1567987199999,52424648.7184664,143793,141391.15011,25550952.6497048,0.0
1567987200000,181.18,185.38,176.01,180.54,273729.94868,1568073599999,49340881.2345897,140362,141443.31955,25513939.7660326,0.0
1568073600000,180.52,184.36,177.0,179.81,238387.50999,1568159999999,43067898.9051214,116866,120273.5916,21739616.7388069,0.0
1568160000000,179.87,182.8,173.0,178.28,278555.46708,1568246399999,49657474.9751696,130317,141851.70528,25297845.5038243,0.0
1568246400000,178.3,182.38,176.62,180.72,203543.13663,1568332799999,36419973.2297372,102872,112207.26467,20089959.5402926,0.0
1568332800000,180.71,181.38,177.54,180.95,264422.54059,1568419199999,47382425.1919217,109752,144556.81427,25900901.4487013,0.0
1568419200000,180.96,188.79,179.75,188.13,279371.83423,1568505599999,51424561.3917001,113052,163939.13161,30184362.4581044,0.0
1568505600000,188.14,190.45,185.76,189.03,288928.60827,1568591999999,54373471.3852245,106052,153265.22338,28851541.5617546,0.0
1568592000000,189.05,199.44,188.3,197.22,551006.81686,1568678399999,106449156.0300247,166031,287085.88662,55479062.6795736,0.0
1568678400000,197.23,215.13,195.74,207.84,715863.2262,1568764799999,145945114.8695818,214041,364269.0599,74305060.6653879,0.0
1568764800000,207.85,217.27,207.66,210.21,539028.51013,1568851199999,114703107.2717186,182943,266269.5488,56661498.9135598,0.0
1568851200000,210.27,223.94,202.3,220.24,844358.82155,1568937599999,179595728.8138375,230867,419271.71181,89171155.2111721,0.0
1568937600000,220.26,221.54,212.05,218.03,437804.12669,1569023999999,95069640.6241525,133129,220337.02958,47843315.1373283,0.0
1569024000000,218.01,221.5,213.2,215.05,417891.5242,1569110399999,90638548.2352924,105391,207179.70785,44946677.5338025,0.0
1569110400000,215.04,215.61,206.1,211.2,445388.94787,1569196799999,93662351.5045333,108397,223157.30567,46925558.4318157,0.0
1569196800000,211.2,211.68,198.65,201.29,392437.07084,1569283199999,80922890.4608859,121866,195784.51789,40407536.3329092,0.0
1569283200000,201.25,202.98,150.03,165.81,1478218.82714,1569369599999,263412071.5312026,383778,729145.32328,129975736.5432907,0.0
1569369600000,165.72,174.85,161.88,169.96,879001.46213,1569455999999,147619414.1358966,251456,447020.54762,75075150.3165501,0.0
1569456000000,169.96,171.01,152.11,165.92,779942.17148,1569542399999,127948136.2708905,202020,391258.95488,64200383.8009655,0.0
1569542400000,165.92,176.72,161.03,173.79,634932.96707,1569628799999,106461443.899721,183611,329233.87612,55179324.539611,0.0
1569628800000,173.83,175.49,168.0,173.49,521775.46593,1569715199999,90120971.1669136,159337,270120.29369,46660616.64463,0.0
1569715200000,173.5,174.5,164.12,169.24,410855.12176,1569801599999,69327213.6474489,136438,207251.58216,34973566.9837282,0.0
1569801600000,169.26,181.24,165.01,180.85,580295.3997,1569887999999,100443187.7716862,175354,305126.83015,52861123.0457749,0.0
1569888000000,180.89,185.53,173.19,175.66,609819.60828,1569974399999,109337395.1379327,168492,297560.54133,53359971.7022391,0.0
1569974400000,175.65,181.29,173.65,180.24,348268.1162,1570060799999,61530973.8042317,96660,176207.85499,31146275.9420526,0.0
1570060800000,180.24,180.72,169.55,174.69,354756.78478,1570147199999,62001237.4817829,101114,170712.79827,29848620.5654113,0.0
1570147200000,174.71,178.98,170.74,175.55,333897.63876,1570233599999,58470302.1445434,89655,178481.72947,31249755.4576251,0.0
1570233600000,175.55,176.71,172.02,176.25,278488.61771,1570319999999,48647162.438982,90341,148677.3776,25974848.8935678,0.0
1570320000000,176.23,177.04,167.68,170.1,314932.39629,1570406399999,54241930.1254795,114662,150053.25603,25855508.5685196,0.0
1570406400000,170.08,182.32,168.68,179.85,496523.48038,1570492799999,87617964.5675863,159802,269524.79092,47538485.1585836,0.0
1570492800000,179.88,184.87,177.0,180.6,400832.37828,1570579199999,72432729.9845929,139925,198505.85063,35879440.8814166,0.0
1570579200000,180.61,195.53,178.96,192.62,562506.82189,1570665599999,105551736.4844096,182290,296581.72445,55656345.7032833,0.0
1570665600000,192.61,194.2,186.88,191.14,436588.58452,1570751999999,83367952.3933486,150166,226305.55384,43218136.0930318,0.0
1570752000000,191.18,196.65,179.41,180.72,621693.63125,1570838399999,115872479.7661273,181427,300995.2989,56109324.6919131,0.0
1570838400000,180.65,184.64,177.59,179.68,290415.22038,1570924799999,52895345.3826257,118775,147805.76792,26936589.7404453,0.0
1570924800000,179.65,184.95,178.52,180.99,247589.23231,1571011199999,45067340.4221513,113448,124690.60376,22703924.6468929,0.0
1571011200000,180.98,187.54,180.43,186.72,279732.84612,1571097599999,51494870.2773636,123915,145915.38133,26856962.9179609,0.0
1571097600000,186.7,188.37,175.96,180.49,405466.38109,1571183999999,73998014.4472151,155734,200056.7357,36519397.8315739,0.0
