datetime,close,high,low,volume,MA_7,MA_25,RSI_14,price_change_pct,volume_change_pct,hl_range_pct
2022-12-04 07:00:00,17105.7,17202.84,16878.25,178619.13387,16840.012857142858,16674.7988,37.836406345349225,1.3058773363655796,15.579241585846027,1.8975546162974921
2022-12-05 07:00:00,16966.35,17424.25,16867.0,233703.29225,16947.64714285714,16649.4068,36.46495594574683,-0.8146407337905059,30.838890093426706,3.2844424404777692
2022-12-06 07:00:00,17088.96,17107.01,16906.37,218730.76883,17039.99428571428,16650.152799999996,38.57465933668751,0.7226657471996134,-6.4066377823994936,1.1740913431829638
2022-12-07 07:00:00,16836.64,17142.21,16678.83,220657.41334,16993.28,16651.135199999997,35.930533055822444,-1.4765088103664614,0.8808292131489814,2.7522118427429545
2022-12-08 07:00:00,17224.1,17299.0,16733.49,236417.97804,17028.527142857143,16686.9052,42.453684984884774,2.301290518773347,7.142549376174956,3.283248471618247
2022-12-09 07:00:00,17128.56,17360.0,17058.21,238422.06465,17033.644285714283,16707.2692,41.33610408385355,-0.5546879082216072,0.8476879070765664,1.7619111005245092
2022-12-10 07:00:00,17127.49,17227.72,17092.0,140573.97937,17068.257142857143,16716.346,41.32298394362418,-0.006246876561721848,-41.039861568030425,0.7924103298265021
2022-12-11 07:00:00,17085.05,17270.99,17071.0,155286.47871,17065.307142857142,16733.2376,40.77023436064156,-0.24778878866665854,10.466018964488267,1.1705555441745947
2022-12-12 07:00:00,17209.83,17241.89,16871.85,226227.49694,17100.089999999997,16753.9284,43.17690108539246,0.730346121316594,45.683963484344005,2.150166503678426
2022-12-13 07:00:00,17774.7,18000.0,17080.14,284462.9139,17198.05285714286,16796.898400000002,52.57195676776219,3.2822520617577178,25.74197113423624,5.17510844064879
2022-12-14 07:00:00,17803.15,18387.95,17660.94,266681.22209,17336.125714285714,16840.997199999998,52.99350835239829,0.16005896020749866,-6.250970140962197,4.083603182582869
2022-12-15 07:00:00,17356.34,17854.82,17275.51,223701.96882,17355.01714285714,16884.0416,46.06815918274912,-2.5097244027040277,-16.116340300666266,3.337742865143235
2022-12-16 07:00:00,16632.12,17531.73,16527.32,253379.04116,17284.097142857143,16918.074800000002,37.5113153023957,-4.1726539120575,13.266343830831184,6.038977592754261
2022-12-17 07:00:00,16776.52,16796.82,16579.85,144825.66684,17233.95857142857,16940.058,39.90799929754818,0.8681996041394635,-42.84228633237757,1.2932956298445752
2022-12-18 07:00:00,16738.21,16863.26,16663.07,112619.31646,17184.41,16945.462,39.475419938216156,-0.22835486739801736,-22.23801283482493,1.1960060245390558
2022-12-19 07:00:00,16438.88,16815.99,16256.3,179094.28305,17074.274285714288,16939.059199999996,36.175919482778156,-1.7883035282745152,59.02625648914368,3.40467233777485
2022-12-20 07:00:00,16895.56,17061.27,16397.2,248808.92324,16948.682857142856,16953.996,43.88256957173819,2.7780481395326184,38.926223105925104,3.9304408968983546
2022-12-21 07:00:00,16824.67,16925.0,16723.0,156810.96362,16808.899999999998,16968.640000000003,43.01430584091349,-0.4195776878659463,-36.97534574805389,1.2006179021639058
2022-12-22 07:00:00,16821.43,16868.52,16559.85,176044.27235,16732.484285714287,16984.345999999998,42.97245593344269,-0.01925743565845961,12.265283170255948,1.8349807358827512
2022-12-23 07:00:00,16778.5,16955.14,16731.13,161612.00947,16753.39571428571,17006.9696,42.38403990432213,-0.25521016940890373,-8.19808715577336,1.3351014691420473
2022-12-24 07:00:00,16836.12,16869.99,16776.62,100224.29096,16761.91,17022.7132,43.50224775911015,0.3434156807819555,-37.98462670646725,0.5545814593861449
2022-12-25 07:00:00,16832.11,16857.96,16721.0,125441.07202,16775.324285714283,17009.452,43.43906246943484,-0.023817839264617113,25.160348672423293,0.813682895370807
2022-12-26 07:00:00,16919.39,16944.52,16791.0,124564.00656,16843.96857142857,17007.1328,45.30130523123958,0.5185327329728651,-0.6991852396320164,0.9073613173997434
2022-12-27 07:00:00,16706.36,16972.83,16592.37,173749.58616,16816.939999999995,16991.6776,41.69307427661823,-1.259087945842008,39.48618943651936,2.2773362958777543
2022-12-28 07:00:00,16547.31,16785.19,16465.33,193037.56577,16777.317142857144,16978.162,39.183693466346725,-0.952032639066791,11.101021899550512,1.933003007739608
2022-12-29 07:00:00,16633.47,16664.41,16488.91,160998.47158,16750.465714285714,16959.2728,41.246658765453056,0.520688861210683,-16.597336410765696,1.0551015512698192
2022-12-30 07:00:00,16607.48,16677.35,16333.0,164916.31174,16726.034285714286,16944.918,40.797100023282276,-0.15625122118235746,2.4334641947536984,2.0734632828099056
2022-12-31 07:00:00,16542.4,16644.09,16470.0,114490.42864,16684.074285714283,16923.0556,39.63224390847327,-0.39187161447732377,-30.576649797686052,1.0523865944482065
2023-01-01 07:00:00,16616.75,16628.0,16499.01,96925.41374,16653.30857142857,16914.260000000002,41.680913016579915,0.4494511074571994,-15.341906837671871,0.7762649134156896
2023-01-02 07:00:00,16672.87,16799.23,16548.7,121888.57191,16618.091428571424,16892.2108,43.246512651540286,0.3377315058600505,25.755018427842913,1.5026207245663095
2023-01-03 07:00:00,16675.18,16778.4,16605.28,159541.53733,16613.637142857144,16874.0756,43.31396934405221,0.013854843227356639,30.891300824988054,1.038189692704982
2023-01-04 07:00:00,16850.36,16991.87,16652.66,220362.18862,16656.93,16862.990400000002,48.32966307189954,1.050543382440261,38.12214192483112,2.0130727177342154
2023-01-05 07:00:00,16831.85,16879.82,16753.0,163473.56641,16685.269999999997,16852.8624,47.847909975718224,-0.10984928511914571,-25.81596351273342,0.7534525319557845
2023-01-06 07:00:00,16950.65,17041.0,16679.0,207401.28415,16734.294285714284,16842.4952,51.20947085161564,0.7058047689350921,26.871450048276955,2.135611318739989
2023-01-07 07:00:00,16943.57,16981.91,16908.0,104526.5688,16791.604285714282,16809.25,50.9984972377324,-0.041768309769840695,-49.60177357223947,0.4362126753688854
2023-01-08 07:00:00,17127.83,17176.99,16911.0,135155.89695,16864.615714285712,16782.2372,56.07088871034839,1.087492187301753,29.30291169186452,1.552969640637498
2023-01-09 07:00:00,17178.26,17398.8,17104.66,266211.52723,16936.81428571428,16775.114,57.37149558574793,0.29443309514396443,96.96626875887122,1.7122805220086288
2023-01-10 07:00:00,17440.66,17499.0,17146.34,221382.42581,17046.16857142857,16807.4556,63.43733630192647,1.5275120995956515,-16.83965449823246,2.0220565047423653
2023-01-11 07:00:00,17943.26,18000.0,17315.6,262221.60653,17202.29714285714,16854.1252,71.73392779426932,2.881771676071887,18.44734538912767,3.814245571874907
2023-01-12 07:00:00,18846.62,19117.04,17892.05,454568.32178,17490.121428571427,16938.461600000002,80.3601839502098,5.034536644957499,73.35273313108704,6.499786168554371
2023-01-13 07:00:00,19930.01,20000.0,18714.12,368615.87823,17915.744285714285,17078.1068,85.91273188234156,5.748457813655716,-18.90858632942727,6.451978699458762
2023-01-14 07:00:00,20954.92,21258.0,19888.05,393913.74951,18488.794285714284,17240.481200000002,89.06295036283005,5.14254634092004,6.862935856554531,6.537605488353098
2023-01-15 07:00:00,20871.5,21050.74,20551.01,178542.22549,19023.604285714282,17402.354400000004,87.35076899969395,-0.3980926674976515,-54.67479220715359,2.394317610138242
2023-01-16 07:00:00,21185.65,21474.05,20611.48,293078.08262,19596.08857142857,17576.9232,88.26564741821147,1.50516254222266,64.15057100115236,4.071482347721216
2023-01-17 07:00:00,21134.81,21647.45,20841.31,275407.74409,20123.824285714283,17751.175600000002,87.16688462472193,-0.23997375582056613,-6.029225512885272,3.81427606872264
2023-01-18 07:00:00,20677.47,21650.0,20407.15,350916.01949,20514.425714285713,17904.8296,77.7862273085915,-2.163918199406567,27.416903489585522,6.010648304652351
2023-01-19 07:00:00,21071.59,21192.0,20659.19,251385.84925,20832.27857142857,18074.4088,79.80336157546692,1.9060358931726196,-28.36295999956089,2.528570459087337
2023-01-20 07:00:00,22667.21,22755.93,20861.28,338079.13659,21223.307142857142,18304.3216,85.53157718091805,7.572375886205074,34.48614454578334,8.358549640648326
2023-01-21 07:00:00,22783.55,23371.8,22422.0,346445.48432,21484.54,18547.409200000002,85.84677268855503,0.51325240292035,2.4746714081165466,4.168797224313153
2023-01-22 07:00:00,22707.88,23078.71,22292.37,253577.75286,21746.879999999997,18793.832000000002,84.55648923531345,-0.3321255906125198,-26.80587153337557,3.462850781314681
2023-01-23 07:00:00,22916.45,23180.0,22500.0,293588.37938,21994.137142857144,19045.1512,85.21606398258604,0.9184917306239049,15.778445099673167,2.9673007817528454
2023-01-24 07:00:00,22632.89,23162.2,22462.93,293158.78254,22208.14857142857,19286.1676,80.20100978412009,-1.2373644259909389,-0.1463262411500188,3.089618692089258
2023-01-25 07:00:00,23060.94,23816.73,22300.0,346042.83223,22548.644285714283,19546.909200000002,81.92983284521539,1.8912741589783622,18.039387812911343,6.577051932835347
2023-01-26 07:00:00,23009.65,23282.47,22850.01,288924.43581,22825.51,19802.625200000002,81.01696822754141,-0.22241070832323961,-16.50616371733885,1.8794723083575924
2023-01-27 07:00:00,23074.16,23500.0,22534.88,280833.86315,22883.64571428571,20058.6768,81.29919847252833,0.28036063130034705,-2.800238282829237,4.18268747378019
2023-01-28 07:00:00,23022.6,23189.0,22878.46,148115.71085,22917.795714285712,20312.573600000003,80.27195738630292,-0.22345342148967218,-47.25860008880485,1.3488485227559046
2023-01-29 07:00:00,23742.3,23960.54,22967.76,295688.79204,23065.57,20588.251200000002,83.42093412194987,3.1260587422793362,99.63364476537566,4.181481996268274
2023-01-30 07:00:00,22826.15,23800.51,22500.0,302405.90121,23052.67,20828.023200000003,68.4440655148266,-3.8587247233839883,2.2716820355813017,5.697456645119734
