datetime,open,high,low,close,volume
2025-04-27 10:45:00,1810.57,1811.8,1808.87,1808.87,1445.4368
2025-04-27 10:50:00,1808.88,1809.87,1805.55,1806.47,1896.887
2025-04-27 10:55:00,1806.47,1810.13,1806.46,1809.75,1346.6683
2025-04-27 11:00:00,1809.75,1811.6,1808.91,1809.32,882.516
2025-04-27 11:05:00,1809.31,1809.31,1806.52,1808.91,909.4644
2025-04-27 11:10:00,1808.91,1811.18,1808.44,1810.99,811.0079
2025-04-27 11:15:00,1810.99,1811.2,1808.1,1809.92,658.2514
2025-04-27 11:20:00,1809.92,1810.29,1808.16,1809.0,541.6984
2025-04-27 11:25:00,1809.0,1809.0,1807.0,1807.86,715.3505
2025-04-27 11:30:00,1807.86,1808.2,1803.62,1804.1,1386.04
2025-04-27 11:35:00,1804.1,1804.49,1801.2,1801.59,1785.0166
2025-04-27 11:40:00,1801.6,1804.3,1799.1,1802.04,3436.2305
2025-04-27 11:45:00,1802.04,1803.85,1800.47,1800.48,824.7353
2025-04-27 11:50:00,1800.47,1800.48,1797.02,1798.0,2327.9906
2025-04-27 11:55:00,1797.99,1800.2,1797.56,1798.2,1070.5628
2025-04-27 12:00:00,1798.2,1803.08,1797.37,1802.08,759.9653
2025-04-27 12:05:00,1802.08,1806.67,1800.6,1804.71,1592.558
2025-04-27 12:10:00,1804.72,1804.72,1801.67,1803.09,899.0143
2025-04-27 12:15:00,1803.08,1805.26,1802.02,1802.18,853.2004
2025-04-27 12:20:00,1802.17,1802.44,1797.12,1797.8,1513.834
2025-04-27 12:25:00,1797.81,1798.16,1790.27,1794.12,5860.9003
2025-04-27 12:30:00,1794.11,1796.0,1791.5,1795.7,1078.2174
2025-04-27 12:35:00,1795.7,1797.0,1793.5,1795.97,1091.9864
2025-04-27 12:40:00,1795.98,1797.2,1794.79,1796.21,504.6743
2025-04-27 12:45:00,1796.22,1799.0,1795.72,1798.99,639.0107
2025-04-27 12:50:00,1799.0,1799.0,1795.24,1796.65,580.8241
2025-04-27 12:55:00,1796.66,1798.7,1796.25,1798.69,268.2659
2025-04-27 13:00:00,1798.69,1800.67,1798.11,1800.43,968.2131
2025-04-27 13:05:00,1800.44,1802.0,1799.6,1800.87,1180.9361
2025-04-27 13:10:00,1800.87,1802.35,1800.7,1802.19,840.7728
2025-04-27 13:15:00,1802.18,1802.3,1799.69,1802.29,721.4527
2025-04-27 13:20:00,1802.3,1804.03,1801.06,1803.77,798.0136
2025-04-27 13:25:00,1803.77,1804.28,1801.52,1803.5,1106.9829
2025-04-27 13:30:00,1803.49,1803.49,1801.56,1802.05,497.8481
2025-04-27 13:35:00,1802.05,1802.8,1801.52,1801.53,480.7175
2025-04-27 13:40:00,1801.54,1803.5,1800.51,1801.72,631.1753
2025-04-27 13:45:00,1801.72,1801.72,1798.4,1798.54,871.8454
2025-04-27 13:50:00,1798.55,1800.3,1797.81,1800.21,530.4479
2025-04-27 13:55:00,1800.21,1801.94,1800.19,1800.62,471.9803
2025-04-27 14:00:00,1800.62,1802.07,1800.47,1800.51,484.6821
2025-04-27 14:05:00,1800.5,1801.35,1799.27,1799.28,538.407
2025-04-27 14:10:00,1799.28,1799.59,1797.22,1799.4,581.0582
2025-04-27 14:15:00,1799.39,1801.88,1799.39,1801.58,348.9898
2025-04-27 14:20:00,1801.57,1803.01,1801.51,1801.51,504.2144
2025-04-27 14:25:00,1801.51,1804.37,1801.49,1802.83,563.6113
2025-04-27 14:30:00,1802.83,1804.61,1802.1,1802.11,414.2358
2025-04-27 14:35:00,1802.11,1804.35,1802.0,1804.34,735.5037
2025-04-27 14:40:00,1804.34,1805.38,1803.61,1805.38,412.4529
2025-04-27 14:45:00,1805.39,1805.4,1802.84,1804.84,677.5173
2025-04-27 14:50:00,1804.84,1804.85,1803.11,1803.8,232.7258
2025-04-27 14:55:00,1803.79,1804.25,1802.85,1803.76,350.7602
2025-04-27 15:00:00,1803.75,1803.76,1801.56,1802.34,647.453
2025-04-27 15:05:00,1802.34,1804.02,1801.74,1803.85,504.2211
2025-04-27 15:10:00,1803.84,1807.01,1803.38,1806.63,479.8775
2025-04-27 15:15:00,1806.62,1815.52,1805.7,1808.0,3716.368
2025-04-27 15:20:00,1808.0,1809.89,1807.0,1807.76,1006.5224
2025-04-27 15:25:00,1807.76,1808.92,1806.97,1808.69,866.3892
2025-04-27 15:30:00,1808.68,1811.7,1807.22,1809.25,1377.3521
2025-04-27 15:35:00,1809.24,1810.4,1808.41,1810.01,1248.1084
2025-04-27 15:40:00,1810.0,1812.33,1809.52,1812.09,651.1413
2025-04-27 15:45:00,1812.1,1813.94,1810.95,1811.61,782.8634
2025-04-27 15:50:00,1811.6,1812.0,1809.92,1810.75,915.5725
2025-04-27 15:55:00,1810.75,1810.76,1809.4,1810.09,293.7856
2025-04-27 16:00:00,1810.1,1811.0,1808.18,1808.19,480.7162
2025-04-27 16:05:00,1808.18,1810.72,1807.2,1807.62,539.6492
2025-04-27 16:10:00,1807.61,1808.09,1806.86,1807.0,542.8616
2025-04-27 16:15:00,1807.0,1809.89,1807.0,1809.89,583.3907
2025-04-27 16:20:00,1809.89,1809.89,1806.63,1807.39,355.6069
2025-04-27 16:25:00,1807.4,1807.8,1806.2,1806.24,452.5215
2025-04-27 16:30:00,1806.25,1807.92,1805.31,1807.79,1002.2471
2025-04-27 16:35:00,1807.8,1809.1,1805.91,1808.61,276.6251
2025-04-27 16:40:00,1808.61,1812.73,1808.2,1812.55,789.4933
2025-04-27 16:45:00,1812.55,1813.34,1811.0,1811.2,1144.9492
2025-04-27 16:50:00,1811.21,1811.51,1809.92,1810.42,244.9278
2025-04-27 16:55:00,1810.43,1811.0,1810.02,1810.65,125.6667
2025-04-27 17:00:00,1810.66,1811.93,1809.0,1810.5,586.3219
2025-04-27 17:05:00,1810.5,1812.94,1809.2,1812.32,726.8708
2025-04-27 17:10:00,1812.31,1812.8,1810.92,1811.61,612.5887
2025-04-27 17:15:00,1811.6,1812.36,1810.0,1810.0,422.0129
2025-04-27 17:20:00,1810.01,1810.4,1809.33,1809.36,382.291
2025-04-27 17:25:00,1809.36,1809.57,1806.9,1807.21,549.1211
2025-04-27 17:30:00,1807.2,1809.8,1807.2,1808.95,439.5611
2025-04-27 17:35:00,1808.95,1808.96,1806.0,1806.3,786.5037
2025-04-27 17:40:00,1806.31,1810.48,1806.3,1810.31,207.5006
2025-04-27 17:45:00,1810.3,1811.35,1807.86,1809.0,551.0725
2025-04-27 17:50:00,1809.01,1809.89,1807.9,1807.9,313.9456
2025-04-27 17:55:00,1807.9,1809.19,1807.53,1809.19,309.2418
2025-04-27 18:00:00,1809.19,1809.7,1807.86,1808.12,291.4121
2025-04-27 18:05:00,1808.11,1808.65,1805.3,1805.58,689.8371
2025-04-27 18:10:00,1805.58,1807.48,1804.0,1805.51,817.2144
2025-04-27 18:15:00,1805.52,1807.48,1804.95,1807.3,550.7564
2025-04-27 18:20:00,1807.3,1807.49,1803.35,1804.53,1136.3778
2025-04-27 18:25:00,1804.54,1806.87,1804.54,1806.19,442.3668
2025-04-27 18:30:00,1806.2,1809.26,1803.91,1807.93,761.6205
2025-04-27 18:35:00,1807.93,1809.91,1807.41,1807.45,660.8235
2025-04-27 18:40:00,1807.44,1808.1,1806.4,1806.74,276.3407
2025-04-27 18:45:00,1806.73,1808.92,1806.2,1808.72,411.2231
2025-04-27 18:50:00,1808.72,1809.56,1807.94,1807.95,392.1449
2025-04-27 18:55:00,1807.95,1808.39,1805.94,1805.94,697.8968
2025-04-27 19:00:00,1805.94,1807.16,1804.69,1806.1,1003.7031
2025-04-27 19:05:00,1806.1,1806.15,1803.3,1804.42,586.9488
2025-04-27 19:10:00,1804.42,1805.1,1802.2,1802.22,684.9642
2025-04-27 19:15:00,1802.21,1804.59,1802.0,1804.14,814.6952
2025-04-27 19:20:00,1804.15,1805.89,1803.41,1804.74,729.4946
2025-04-27 19:25:00,1804.74,1804.74,1800.2,1800.73,1705.1025
2025-04-27 19:30:00,1800.73,1800.78,1796.38,1798.1,1739.5487
2025-04-27 19:35:00,1798.11,1802.1,1796.37,1801.39,1743.2191
2025-04-27 19:40:00,1801.4,1803.23,1800.36,1803.0,1060.3991
2025-04-27 19:45:00,1803.0,1807.49,1800.05,1800.88,2570.5957
2025-04-27 19:50:00,1800.88,1801.1,1797.81,1800.78,908.36
2025-04-27 19:55:00,1800.78,1800.78,1794.23,1796.19,1415.9736
2025-04-27 20:00:00,1796.19,1798.41,1795.6,1796.87,1079.3348
2025-04-27 20:05:00,1796.86,1797.05,1781.9,1790.23,9047.8827
2025-04-27 20:10:00,1790.23,1794.57,1788.47,1793.83,1776.5026
2025-04-27 20:15:00,1793.82,1796.23,1790.05,1794.92,1880.3538
2025-04-27 20:20:00,1794.91,1795.0,1791.64,1791.64,609.862
2025-04-27 20:25:00,1791.64,1793.01,1789.18,1792.77,750.8979
2025-04-27 20:30:00,1792.77,1795.32,1792.17,1793.86,1236.1013
2025-04-27 20:35:00,1793.86,1795.62,1793.42,1795.62,839.7869
2025-04-27 20:40:00,1795.61,1797.83,1794.8,1796.87,1969.3495
2025-04-27 20:45:00,1796.86,1800.38,1795.33,1796.9,1758.2213
2025-04-27 20:50:00,1796.91,1796.91,1793.78,1794.97,977.3076
2025-04-27 20:55:00,1794.97,1798.66,1794.97,1797.96,1077.9783
2025-04-27 21:00:00,1797.95,1799.2,1795.59,1795.89,842.144
2025-04-27 21:05:00,1795.9,1797.78,1794.0,1794.24,1091.6656
2025-04-27 21:10:00,1794.23,1795.07,1793.09,1793.1,1053.1685
2025-04-27 21:15:00,1793.1,1808.1,1793.1,1807.25,4858.1462
2025-04-27 21:20:00,1807.25,1807.82,1799.53,1800.71,4471.9007
2025-04-27 21:25:00,1800.72,1802.81,1798.93,1799.2,826.9689
2025-04-27 21:30:00,1799.2,1800.5,1797.2,1797.82,710.6641
2025-04-27 21:35:00,1797.82,1802.0,1797.82,1800.29,675.5139
2025-04-27 21:40:00,1800.29,1801.44,1799.13,1799.76,841.773
2025-04-27 21:45:00,1799.75,1800.84,1797.07,1798.7,729.185
2025-04-27 21:50:00,1798.71,1799.63,1797.81,1797.82,532.6834
2025-04-27 21:55:00,1797.81,1798.19,1796.15,1796.63,538.1752
2025-04-27 22:00:00,1796.63,1797.82,1794.49,1795.22,1385.7581
2025-04-27 22:05:00,1795.23,1795.3,1791.43,1791.44,1483.5573
2025-04-27 22:10:00,1791.45,1794.43,1790.29,1793.36,1130.3992
2025-04-27 22:15:00,1793.37,1796.1,1792.52,1796.1,1128.915
2025-04-27 22:20:00,1796.1,1796.81,1794.58,1794.59,451.0362
2025-04-27 22:25:00,1794.58,1794.78,1790.63,1790.75,710.2748
2025-04-27 22:30:00,1790.75,1792.7,1790.39,1792.6,743.2549
2025-04-27 22:35:00,1792.6,1793.75,1789.11,1789.66,1187.4393
2025-04-27 22:40:00,1789.65,1792.94,1789.65,1791.98,802.0922
2025-04-27 22:45:00,1791.98,1794.0,1791.6,1793.53,486.1601
2025-04-27 22:50:00,1793.54,1795.24,1791.62,1794.51,682.2436
2025-04-27 22:55:00,1794.51,1796.12,1793.14,1793.86,665.9099
2025-04-27 23:00:00,1793.85,1795.73,1791.85,1794.7,2051.2686
2025-04-27 23:05:00,1794.7,1795.34,1792.1,1794.46,775.7488
2025-04-27 23:10:00,1794.46,1794.86,1792.9,1794.86,482.3585
2025-04-27 23:15:00,1794.86,1795.0,1790.37,1792.09,1217.1409
2025-04-27 23:20:00,1792.09,1795.0,1792.08,1792.6,570.5155
2025-04-27 23:25:00,1792.6,1794.1,1791.15,1792.21,630.9304
2025-04-27 23:30:00,1792.21,1793.6,1789.26,1789.26,1057.6913
2025-04-27 23:35:00,1789.27,1792.6,1787.31,1792.6,1143.8331
2025-04-27 23:40:00,1792.59,1796.81,1792.04,1796.76,944.3289
2025-04-27 23:45:00,1796.76,1798.19,1795.26,1796.85,1472.9496
2025-04-27 23:50:00,1796.85,1797.83,1793.73,1794.7,744.1771
2025-04-27 23:55:00,1794.7,1795.71,1792.29,1795.29,940.9756
2025-04-28 00:00:00,1795.29,1796.69,1792.86,1796.63,652.2165
2025-04-28 00:05:00,1796.63,1798.4,1795.6,1797.9,607.5394
2025-04-28 00:10:00,1797.9,1800.55,1797.0,1799.2,974.111
2025-04-28 00:15:00,1799.19,1801.89,1798.6,1799.18,1165.9128
2025-04-28 00:20:00,1799.2,1800.0,1798.41,1799.72,503.1934
2025-04-28 00:25:00,1799.73,1799.73,1797.3,1797.5,574.8159
2025-04-28 00:30:00,1797.5,1798.3,1796.9,1797.22,431.0799
2025-04-28 00:35:00,1797.23,1797.23,1795.32,1795.74,445.6049
2025-04-28 00:40:00,1795.74,1798.62,1795.59,1798.05,398.7402
2025-04-28 00:45:00,1798.06,1799.5,1797.7,1799.31,446.2111
2025-04-28 00:50:00,1799.31,1800.55,1798.7,1799.44,465.1707
2025-04-28 00:55:00,1799.45,1799.47,1798.11,1798.12,387.2442
2025-04-28 01:00:00,1798.12,1798.82,1797.08,1798.81,468.5481
2025-04-28 01:05:00,1798.82,1800.2,1798.31,1799.8,630.7893
2025-04-28 01:10:00,1799.8,1800.72,1799.2,1800.52,498.9117
2025-04-28 01:15:00,1800.53,1805.0,1800.52,1801.64,1751.0374
2025-04-28 01:20:00,1801.64,1803.54,1801.3,1803.3,370.2024
2025-04-28 01:25:00,1803.3,1803.31,1801.43,1801.83,599.6101
2025-04-28 01:30:00,1801.84,1804.25,1801.84,1803.11,434.5278
2025-04-28 01:35:00,1803.12,1804.2,1802.9,1804.19,384.4855
2025-04-28 01:40:00,1804.2,1808.47,1804.19,1805.86,871.4258
2025-04-28 01:45:00,1805.86,1807.11,1804.78,1805.0,794.4461
2025-04-28 01:50:00,1805.01,1805.31,1803.5,1804.76,669.321
2025-04-28 01:55:00,1804.75,1804.76,1802.84,1803.39,461.1699
2025-04-28 02:00:00,1803.4,1804.79,1802.61,1802.84,484.1797
2025-04-28 02:05:00,1802.84,1804.2,1802.59,1803.79,215.8754
2025-04-28 02:10:00,1803.79,1803.8,1802.84,1802.91,490.0532
2025-04-28 02:15:00,1802.91,1803.58,1801.25,1802.18,514.9379
2025-04-28 02:20:00,1802.17,1803.61,1800.79,1803.17,660.3203
2025-04-28 02:25:00,1803.17,1805.27,1803.17,1804.9,370.1036
2025-04-28 02:30:00,1804.91,1805.28,1803.41,1805.17,432.7036
2025-04-28 02:35:00,1805.17,1805.8,1803.03,1805.79,463.355
2025-04-28 02:40:00,1805.8,1805.91,1803.71,1804.43,543.884
2025-04-28 02:45:00,1804.43,1806.18,1804.42,1805.2,308.5561
2025-04-28 02:50:00,1805.21,1807.29,1805.06,1807.29,579.895
2025-04-28 02:55:00,1807.3,1808.4,1806.54,1808.01,780.2816
2025-04-28 03:00:00,1808.01,1808.26,1803.01,1803.02,1208.4847
2025-04-28 03:05:00,1803.02,1805.6,1801.5,1802.11,742.7881
2025-04-28 03:10:00,1802.11,1802.74,1801.3,1802.74,257.0695
2025-04-28 03:15:00,1802.74,1804.66,1802.59,1802.99,970.1538
2025-04-28 03:20:00,1802.99,1803.0,1800.08,1800.13,761.9906
2025-04-28 03:25:00,1800.12,1800.13,1798.51,1799.49,434.1413
2025-04-28 03:30:00,1799.49,1801.27,1799.49,1801.19,459.0218
2025-04-28 03:35:00,1801.19,1802.39,1799.94,1801.9,505.136
2025-04-28 03:40:00,1801.91,1802.2,1800.4,1800.92,377.6213
2025-04-28 03:45:00,1800.92,1804.73,1800.01,1804.73,346.7628
2025-04-28 03:50:00,1804.72,1804.86,1803.03,1803.69,344.8733
2025-04-28 03:55:00,1803.69,1803.85,1802.41,1802.5,223.9557
2025-04-28 04:00:00,1802.51,1802.51,1799.21,1799.49,361.7625
2025-04-28 04:05:00,1799.49,1800.5,1799.38,1799.38,218.5968
2025-04-28 04:10:00,1799.39,1799.39,1796.14,1797.49,536.5366
2025-04-28 04:15:00,1797.49,1800.89,1796.63,1800.89,445.7828
2025-04-28 04:20:00,1800.89,1802.19,1800.8,1802.19,380.8899
2025-04-28 04:25:00,1802.19,1803.85,1802.19,1803.85,278.47
2025-04-28 04:30:00,1803.85,1805.46,1803.84,1803.9,436.7609
2025-04-28 04:35:00,1803.91,1806.29,1803.42,1806.03,289.6689
2025-04-28 04:40:00,1806.04,1807.0,1804.7,1806.73,739.2311
2025-04-28 04:45:00,1806.73,1807.3,1804.38,1804.86,673.7805
2025-04-28 04:50:00,1804.86,1805.86,1803.84,1805.22,388.7036
2025-04-28 04:55:00,1805.21,1805.22,1802.17,1803.0,396.5988
2025-04-28 05:00:00,1803.0,1803.2,1793.9,1795.12,2183.7445
2025-04-28 05:05:00,1795.12,1797.1,1789.76,1792.79,3291.1106
2025-04-28 05:10:00,1792.79,1794.39,1789.72,1790.26,2500.6116
2025-04-28 05:15:00,1790.26,1794.13,1789.72,1794.13,1084.3012
2025-04-28 05:20:00,1794.14,1794.14,1790.0,1792.55,902.155
2025-04-28 05:25:00,1792.55,1794.54,1788.52,1789.55,1560.6814
2025-04-28 05:30:00,1789.55,1790.77,1784.59,1789.46,3493.0037
2025-04-28 05:35:00,1789.46,1791.4,1788.0,1788.62,764.7433
2025-04-28 05:40:00,1788.62,1792.78,1788.62,1792.78,522.5243
2025-04-28 05:45:00,1792.78,1793.07,1790.86,1793.02,466.3048
2025-04-28 05:50:00,1793.03,1794.87,1792.57,1794.87,920.6611
2025-04-28 05:55:00,1794.87,1795.13,1793.95,1794.6,822.0518
2025-04-28 06:00:00,1794.59,1794.6,1791.0,1792.56,877.1718
2025-04-28 06:05:00,1792.56,1792.57,1789.18,1790.04,954.0248
2025-04-28 06:10:00,1790.03,1792.14,1789.22,1789.58,848.5697
2025-04-28 06:15:00,1789.58,1793.35,1788.41,1793.21,1224.8721
2025-04-28 06:20:00,1793.2,1793.43,1791.0,1791.71,323.1415
2025-04-28 06:25:00,1791.71,1793.5,1791.23,1792.38,402.6965
2025-04-28 06:30:00,1792.37,1795.04,1792.19,1794.83,497.6668
2025-04-28 06:35:00,1794.84,1796.4,1794.83,1795.41,599.0248
2025-04-28 06:40:00,1795.41,1795.88,1791.47,1791.98,476.6416
2025-04-28 06:45:00,1791.99,1794.19,1791.53,1791.53,431.6934
2025-04-28 06:50:00,1791.53,1793.64,1791.09,1793.64,445.5374
2025-04-28 06:55:00,1793.64,1794.5,1791.12,1791.29,347.0812
2025-04-28 07:00:00,1791.29,1793.83,1789.01,1790.77,1533.7218
2025-04-28 07:05:00,1790.76,1792.13,1773.03,1781.27,13732.8178
2025-04-28 07:10:00,1781.28,1782.17,1776.31,1782.17,2532.6349
2025-04-28 07:15:00,1782.17,1785.6,1780.6,1785.06,2075.3902
2025-04-28 07:20:00,1785.06,1788.93,1768.0,1775.0,10985.4796
2025-04-28 07:25:00,1775.0,1780.08,1773.67,1780.08,1280.5805
2025-04-28 07:30:00,1780.08,1785.22,1778.7,1782.22,3300.2443
2025-04-28 07:35:00,1782.23,1782.6,1776.72,1781.0,2561.3255
2025-04-28 07:40:00,1781.0,1781.47,1777.36,1778.1,1137.8335
2025-04-28 07:45:00,1778.1,1779.1,1773.66,1773.99,2131.7884
2025-04-28 07:50:00,1773.98,1776.45,1772.95,1774.67,1205.0361
2025-04-28 07:55:00,1774.67,1776.0,1772.15,1773.59,1698.4377
2025-04-28 08:00:00,1773.59,1778.69,1768.26,1777.51,2698.1977
2025-04-28 08:05:00,1777.5,1778.2,1770.43,1773.9,1510.028
2025-04-28 08:10:00,1773.91,1776.79,1772.0,1775.85,2154.4709
2025-04-28 08:15:00,1775.86,1777.33,1774.36,1775.09,1565.9723
2025-04-28 08:20:00,1775.1,1775.28,1766.08,1769.57,4290.6772
2025-04-28 08:25:00,1769.57,1772.43,1767.18,1770.78,2142.8351
2025-04-28 08:30:00,1770.77,1772.26,1758.74,1760.17,6865.3686
2025-04-28 08:35:00,1760.18,1762.84,1753.74,1759.66,8967.5955
2025-04-28 08:40:00,1759.65,1761.32,1752.18,1758.19,2978.2914
2025-04-28 08:45:00,1758.19,1765.0,1758.0,1762.83,1808.7789
2025-04-28 08:50:00,1762.83,1765.29,1761.35,1763.38,1291.47
2025-04-28 08:55:00,1763.37,1766.07,1761.6,1763.89,1676.2639
2025-04-28 09:00:00,1763.89,1769.9,1761.81,1767.41,3024.0775
2025-04-28 09:05:00,1767.41,1771.54,1767.05,1769.01,2184.6761
2025-04-28 09:10:00,1769.01,1769.76,1766.76,1766.86,1191.6895
2025-04-28 09:15:00,1766.86,1770.39,1765.89,1770.3,1286.4087
2025-04-28 09:20:00,1770.3,1771.97,1768.52,1771.52,1198.9096
2025-04-28 09:25:00,1771.51,1771.51,1767.99,1769.6,3307.8753
2025-04-28 09:30:00,1769.61,1773.54,1769.0,1771.66,1070.0546
2025-04-28 09:35:00,1771.66,1771.9,1768.41,1769.08,1009.8035
2025-04-28 09:40:00,1769.07,1771.42,1768.81,1771.42,622.5442
2025-04-28 09:45:00,1771.41,1773.66,1771.03,1772.95,609.7351
2025-04-28 09:50:00,1772.95,1774.13,1772.2,1773.21,744.5142
2025-04-28 09:55:00,1773.2,1773.29,1770.65,1772.99,552.2516
2025-04-28 10:00:00,1772.99,1774.53,1771.03,1772.21,650.3064
2025-04-28 10:05:00,1772.2,1772.2,1769.81,1770.49,548.1674
2025-04-28 10:10:00,1770.5,1773.33,1770.2,1771.77,556.3343
2025-04-28 10:15:00,1771.77,1776.33,1771.65,1776.09,679.4587
2025-04-28 10:20:00,1776.09,1778.4,1775.14,1777.25,992.6876
2025-04-28 10:25:00,1777.24,1780.13,1775.71,1778.6,1050.1006
2025-04-28 10:30:00,1778.59,1787.1,1778.59,1781.19,2085.099
2025-04-28 10:35:00,1781.18,1784.3,1780.02,1782.75,1158.6224
2025-04-28 10:40:00,1782.72,1783.19,1779.4,1782.56,915.7042
2025-04-28 10:45:00,1782.56,1783.2,1781.43,1782.9,670.6085
2025-04-28 10:50:00,1782.9,1783.73,1781.8,1783.72,928.6289
2025-04-28 10:55:00,1783.72,1785.58,1783.72,1784.23,1178.1631
2025-04-28 11:00:00,1784.23,1787.0,1784.23,1786.2,1358.1252
2025-04-28 11:05:00,1786.21,1786.75,1784.23,1784.31,589.4546
2025-04-28 11:10:00,1784.31,1788.55,1784.31,1787.92,624.8073
2025-04-28 11:15:00,1787.92,1789.77,1786.82,1788.86,1076.7301
2025-04-28 11:20:00,1788.86,1789.84,1786.3,1789.78,1329.1548
2025-04-28 11:25:00,1789.77,1793.6,1789.64,1793.6,1384.4311
2025-04-28 11:30:00,1793.59,1794.14,1788.83,1789.35,1167.4724
2025-04-28 11:35:00,1789.35,1791.11,1788.01,1789.62,595.0994
2025-04-28 11:40:00,1789.63,1790.1,1787.36,1788.76,797.2912
2025-04-28 11:45:00,1788.76,1790.19,1787.66,1789.0,958.9749
2025-04-28 11:50:00,1788.99,1789.32,1786.74,1786.98,504.6552
2025-04-28 11:55:00,1786.97,1787.76,1786.61,1787.76,674.0771
2025-04-28 12:00:00,1787.75,1789.19,1786.28,1786.28,779.0734
2025-04-28 12:05:00,1786.29,1789.6,1786.2,1789.56,571.1601
2025-04-28 12:10:00,1789.56,1792.4,1789.02,1790.2,1186.7544
2025-04-28 12:15:00,1790.21,1791.42,1789.26,1791.41,1121.9262
2025-04-28 12:20:00,1791.41,1793.48,1790.88,1791.56,4182.0494
2025-04-28 12:25:00,1791.56,1802.88,1790.67,1795.71,4882.8267
2025-04-28 12:30:00,1795.71,1798.7,1793.27,1793.44,1386.7991
2025-04-28 12:35:00,1793.45,1794.8,1792.36,1793.9,1012.1168
2025-04-28 12:40:00,1793.89,1796.2,1793.89,1794.86,738.0448
2025-04-28 12:45:00,1794.86,1794.94,1793.06,1793.78,561.5423
2025-04-28 12:50:00,1793.78,1797.4,1792.5,1796.68,1311.8809
2025-04-28 12:55:00,1796.67,1796.81,1794.0,1795.8,1184.3484
2025-04-28 13:00:00,1795.8,1798.19,1795.62,1798.0,1304.7643
2025-04-28 13:05:00,1798.0,1799.55,1797.0,1799.21,1208.8422
2025-04-28 13:10:00,1799.21,1800.1,1797.5,1799.18,1084.2022
2025-04-28 13:15:00,1799.18,1801.7,1797.4,1801.4,1539.5541
2025-04-28 13:20:00,1801.4,1802.7,1798.4,1799.01,1463.7472
2025-04-28 13:25:00,1799.0,1799.35,1797.7,1798.01,1065.421
2025-04-28 13:30:00,1798.01,1801.1,1798.01,1800.0,712.7039
2025-04-28 13:35:00,1800.01,1804.79,1800.0,1802.59,1265.9382
2025-04-28 13:40:00,1802.6,1806.31,1802.2,1805.79,1415.8863
2025-04-28 13:45:00,1805.8,1806.2,1803.1,1803.6,1201.2064
2025-04-28 13:50:00,1803.59,1804.7,1801.5,1801.81,1438.1332
2025-04-28 13:55:00,1801.8,1805.31,1801.4,1804.69,1867.988
2025-04-28 14:00:00,1804.68,1806.91,1802.06,1802.06,2037.4303
2025-04-28 14:05:00,1802.07,1804.0,1802.03,1802.04,1255.1964
2025-04-28 14:10:00,1802.03,1802.05,1800.4,1800.99,1271.2835
2025-04-28 14:15:00,1800.98,1805.5,1800.98,1803.45,852.2364
2025-04-28 14:20:00,1803.46,1805.3,1803.04,1804.9,672.8136
2025-04-28 14:25:00,1804.91,1808.3,1804.91,1807.31,2080.897
2025-04-28 14:30:00,1807.3,1812.08,1806.27,1809.0,3772.9914
2025-04-28 14:35:00,1809.01,1809.59,1805.92,1806.15,1024.0503
2025-04-28 14:40:00,1806.16,1808.56,1806.16,1807.23,1297.8553
2025-04-28 14:45:00,1807.23,1808.46,1805.85,1806.13,1010.5395
