open,high,low,close,volume,rsi,pct_change
4555.14,4745.42,4555.14,4724.89,556.956802,36.96084210305682,3.726559447130051
4689.89,4885.55,4654.88,4834.91,560.666366,41.058492618530664,2.3285198173925714
4796.16,4939.19,4286.87,4472.14,929.148595,33.35871427184162,-7.50313863132922
4508.5,4714.76,4298.33,4509.08,691.216198,34.70156641017633,0.8260027637775114
4505.0,4527.49,3972.51,4100.11,1394.644614,27.979484750355876,-9.069921136905979
4106.97,4484.99,3603.0,4366.47,1228.938157,36.59428736313786,6.496411071898089
4366.49,4662.87,4335.26,4619.77,807.363726,43.51389689680833,5.8010246262999665
4619.77,4788.59,4438.19,4691.61,500.429975,45.33598975803143,1.5550557711747404
4691.66,4735.39,4028.93,4282.8,1132.255046,37.85308751839362,-8.713639880552726
4282.8,4426.62,4150.06,4258.81,658.782952,37.46232302498828,-0.5601475670122258
4258.81,4283.0,3801.0,4130.37,660.373275,35.357799672258196,-3.015865934380746
4153.62,4334.43,4098.91,4208.47,699.989065,37.651417468735325,1.8908717620939708
4208.6,4394.59,4040.8,4163.72,879.630319,36.84472695387495,-1.063331804670109
4159.72,4165.38,3760.0,3944.69,913.462545,33.10597038716648,-5.260440183297632
3944.0,3993.0,3165.13,3189.02,1665.021543,24.041738964039446,-19.15663841772104
3188.01,3856.0,2817.0,3700.0,1968.866492,36.668715264457234,16.023104276548917
3674.01,3950.0,3470.66,3714.95,1297.563953,36.99870150120945,0.40405405405405936
3685.23,3748.21,3499.02,3699.99,682.17121,36.79211243327939,-0.402697209922076
3690.0,4123.2,3690.0,4035.01,1030.006455,44.29363619173158,9.054619066538038
4060.0,4089.97,3830.91,3910.04,902.332129,42.27799903246534,-3.0971422623487954
3910.04,4046.08,3820.0,3900.0,720.935076,42.11219635446238,-0.2567748667532843
3889.99,3910.0,3567.0,3609.99,1001.654084,37.533328216915926,-7.436153846153848
3592.84,3750.0,3505.55,3595.87,838.966425,37.320560950494084,-0.3911368175535057
3595.88,3817.19,3542.91,3780.0,752.792791,41.942464452840845,5.120596684529755
